filename,Cassava Bacterial Blight,Cassava Brown Leaf Spot,Cassava Healthy,Cassava Mosaic,Cassava Root Rot,Corn Brown Spots,Corn Charcoal,Corn Chlorotic Leaf Spot,Corn Gray leaf spot,Corn Healthy,Corn Insects Damages,Corn Mildew,Corn Purple Discoloration,Corn Smut,Corn Streak,Corn Stripe,Corn Violet Decoloration,Corn Yellow Spots,Corn Yellowing,Corn leaf blight,Corn rust leaf,Tomato Brown Spots,Tomato bacterial wilt,Tomato blight leaf,Tomato healthy,Tomato leaf mosaic virus,Tomato leaf yellow virus
Charbon_de_mais-1-_jpg.rf.d83e40544e3be2dac4fd66077d50344a.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Charbon_de_mais-2-_jpg.rf.e2c36854e8f83c0f5cdd4ba854405c87.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Charbon_de_mais-3-_jpg.rf.7779b177d76937957b4740e3528ad485.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Charbon_de_mais-4-_jpg.rf.ca11615701c2f1d7dd45cd250e1ded0d.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charbon_de_mais-5-_jpg.rf.85b069615e2279858d494c58903bbd0b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Charbon_de_mais-6-_jpg.rf.159bb5be9e0a69c9e5e88004b7b36af8.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Charbon_de_mais-7-_jpg.rf.8b61a1ca3698d179d983ac4b211fb5c3.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Coloration_rouge_feuilles-1-_jpg.rf.38038125136dfcec8cde7672cc2d2cff.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Coloration_rouge_feuilles-2-_jpg.rf.1cab4861f8535ca495a6a59d7623cba4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Coloration_rouge_feuilles-3-_jpg.rf.481e86321b476e1433b53490b88e607b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Coloration_rouge_feuilles-4-_jpg.rf.760d056499f367f4dd19aeee7b31740b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Coloration_rouge_feuilles-5-_jpg.rf.d6f59490e3d8605dc8b56b986ff70a24.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Coloration_rouge_feuilles-6-_jpg.rf.cfdc7b1c13fb941377e9cb905d3a54bf.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IMG20221216153945_jpg.rf.19949ef9300b2781c530f0db41fad00f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216153946_jpg.rf.f202a44f04731e1318d7bfd33807a1bc.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154006_jpg.rf.de96f7effc055857223487e22b611b81.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154023_jpg.rf.39cd1b7c2e84823a41e33afcc9c901f9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154024_jpg.rf.ee25816b701d9259cbbab7ebb3979da7.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154033_jpg.rf.0250abb6e07766776b79a780abc10781.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154034_jpg.rf.0238d2426e93b78989834853807a7568.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154040_jpg.rf.2cd5ece9d61a3d1c93f9155987750731.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154044_jpg.rf.cfb31f2fd279a7c0af759fff95a95dbb.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154107_jpg.rf.a2a47ad43118c1e415302a71d29cf0c9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154108_jpg.rf.b7f6736d38dde8e2a72fa78a38805a65.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154119_jpg.rf.b5f346a678e4ab64cd7add74bc0607e1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154139_jpg.rf.acdac9b0a6e9176ca39a5ae183d7dd62.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154140_jpg.rf.8ed1d5b207e0c4c955de0c2bdc30458e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154145_jpg.rf.e10ca1cf136705eb269aca6d63383d76.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154202_jpg.rf.26e7dc88b2e6f84413941e07f100284f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154205_jpg.rf.66c99c87669977b87157e55ab204532f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154207_jpg.rf.f596395e9f0fa104a774b312532b3936.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154212_jpg.rf.266428507409453b0c64e87cb2132643.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154213_jpg.rf.0fb16da4e571b2274981a4b62c0eb225.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154225_jpg.rf.5e091737e9fc51ab1deae3eaa7383e03.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154239_jpg.rf.d5f38884f6183633deba72df5de5eee8.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154249_jpg.rf.a93375c4ff6b4e44dfcc19ad9e17baf1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154255_jpg.rf.fa22736c850905223a52e4303ceca288.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154300_jpg.rf.1301b6f9fd37fb24622da3dce8ab894b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154307_jpg.rf.9d56aa0f5cabd32406a70b7311cccf61.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154317_jpg.rf.25c05cda99d42f6c7a8cac178824db38.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154332_jpg.rf.1d922ece9ce44bf1734d0e59cb441c99.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154340_jpg.rf.ce95989bbade20218e59f313e6a6ec1e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154403_jpg.rf.86338826daa811d7f3bd7c456284abde.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154404_jpg.rf.fa41419b3212c0e70e38add756158bbd.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154410_jpg.rf.66068bde4624b44f9148024e2adf644b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154413_jpg.rf.cc71bf255723e4df0309d178e8d8b97c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154504_jpg.rf.1061227e90b02fbf4a0f736993cfe10b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154517_jpg.rf.1673246efbd4fb528d37554ae9a384dd.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154519_jpg.rf.0fbd7d2016d7257527d15f68d1485665.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154528_jpg.rf.3bbae1906102363a2b17cd638e1b5b16.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154604_jpg.rf.93d604de608d214dd981575687cba88a.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154606_jpg.rf.f7f24f01ff79d5d34adec3c135f4ccdf.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154611_jpg.rf.fe8123e5ebdcae78492b8df1d089675b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154614_jpg.rf.35b8b1f1d819f2931e41f55e63198f40.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154622_jpg.rf.8a2aac960c1a64bd18879fe31bde1a2a.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154623_jpg.rf.627deca545356ed8b9bb2617eb01729e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154724_jpg.rf.16f3f8fcadb84319a860cefede8e9ac7.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154735_jpg.rf.535768097a8b6c17157673e41f5639c6.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154736_jpg.rf.586af9068843ce92f190a8bb4c41d373.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154747_jpg.rf.93b7df3dc7125ec9a619d60e449bc1c9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154748_jpg.rf.a8332572414d7740b9a5d47ca38dd1b4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154802_jpg.rf.271f876e1e1966626f71d624e3cdef7f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154804_jpg.rf.2547e12cb8b8ae2432159a36066fd4fc.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154806_jpg.rf.e842399a97c887005145af5dff15ef32.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154830_jpg.rf.af440b2855ca6ba52593a1d2b094c23c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154832_jpg.rf.9dc8b3dd6819b7bea86a3c6b2e40dba6.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154843_jpg.rf.aeff6088674440d47132eec0fcbdf92b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154846_jpg.rf.e22a0e04ed723e80b727ccdaa362724e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154848_jpg.rf.7dbfc893e51066ea54bae390e8171513.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154909_jpg.rf.5cf33b20f68fe7201f58d0857eedac2e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154914_jpg.rf.61958e25629f9d7c89acbbff6009aed7.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154924_jpg.rf.0d7c43e002674a19f611c7bac4d809bb.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154926_jpg.rf.8b82e54a679dfb1c7ad1bc60bc1cd91a.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216154929_jpg.rf.ea03e54cf25f96e3dd05e7c987a87c47.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155033_jpg.rf.b471e33ed87e7762a56f388c1c82fb5a.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155035_jpg.rf.4e0597cb76b26f077ec75d31e54b36dd.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155037_jpg.rf.fff0e45c5da3c7a0a53573c0ef5722e4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155052_jpg.rf.7e1830d9eba62437fc0f12a0b2f0a53b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155055_jpg.rf.73aeb76e7755d96da54a4036cb8a0cca.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155057_jpg.rf.e5d8ae9d8fc56fd34d639cfd9c6fe1c7.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155101_jpg.rf.8d7dd059465905aae23a7e887524db7a.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155201_jpg.rf.b6cedb65c3c695290b6d09bb93572b5f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155204_jpg.rf.71f51e6e1384aefcd1992efa476f20ed.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155207_jpg.rf.898f2a2e49e47d643eebdfb4bb426544.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155224_jpg.rf.a5e36c61daabb611efe2dae9c14e9ed0.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155226_jpg.rf.623861e645d75c6c1c882cfaaf7886dc.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155229_jpg.rf.0f90ddae5706f4490883d1bef4a916c8.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155236_jpg.rf.50891e511cecbac7f2cf7166a827845f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155239_jpg.rf.fd0f96191e80088bfce338ad61ef33a7.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155241_jpg.rf.4d1e4fd62746d28421d4db2aa39c3cf5.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155245_jpg.rf.e640baf47a6605cd99dc84069c2e919f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155249_jpg.rf.1f5844508c7d48c530b81df04b55b5ce.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155416_jpg.rf.8526bfc4fd552c56f96883a65abbee46.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155430_jpg.rf.ed7d7480b2562d7b71eb311211aaa1d6.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155446_jpg.rf.d8899720b110792c4bca05a030920bde.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155449_jpg.rf.06a4b3ef44e8b748e63ce38b6b3612ff.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155626_jpg.rf.dd8f4c039838381c35ef11558adf306b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155629_jpg.rf.5c49338a93aa22d4ed01c24811b44774.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IMG20221216155742_jpg.rf.2af6c39657fc865c08be5b8f747bbf2c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
